file,line,role,text
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1409,"other draft, report or archived source","Measured over time, inversions occupy 102 of the 1461 covered days"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1410,"other draft, report or archived source","following the 2014 election, 238 of 1461 following the 2018 election,"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1411,"other draft, report or archived source",and 255 of 1174 in the observed period following the 2022 election.
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1414,"other draft, report or archived source",disappearance follow changes in cabinet membership: party entry or exit
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1419,"other draft, report or archived source",% PROVENANCE-BEGIN cabinet-inversion-duration
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1420,"other draft, report or archived source",% source: processing/Processing/output/paper/raw/observed_cabinet_duration_summary.csv
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1425,"other draft, report or archived source",%     inversion_days: 102
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1428,"other draft, report or archived source",%     inversion_days: 102
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1434,"other draft, report or archived source",%     inversion_days: 238
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1437,"other draft, report or archived source",%     inversion_days: 238
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1443,"other draft, report or archived source",%     inversion_days: 255
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1446,"other draft, report or archived source",%     inversion_days: 255
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1448,"other draft, report or archived source",% PROVENANCE-END cabinet-inversion-duration
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1506,"other draft, report or archived source",mandate under Dilma Rousseff and returned to the presidency with Lula
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1519,"other draft, report or archived source","PT, despite PT holding the presidency under Dilma Rousseff and anchoring"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1582,"other draft, report or archived source","threshold under exact connectedness, alongside the observed PSC-inclusive"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1583,"other draft, report or archived source",cabinet inversion.
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1861,"other draft, report or archived source",complementing the cabinet results in
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1862,"other draft, report or archived source",Table~\ref{tab:cabinet-inversions}. Reading the tables together separates
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1882,"other draft, report or archived source",persistent positive within-district component of cabinet coalitions.\footnote{The
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1885,"other draft, report or archived source",Cabinets repeatedly combine large parties carrying substantial positive
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1886,"other draft, report or archived source","\(A_i\) contributions. In the 2018 cabinet inversion, for example, PP and PR"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1888,"other draft, report or archived source","cabinet, UNIÃO and PT contribute \(9.36\) and \(9.07\) seats. Cabinet"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1891,"other draft, report or archived source",inverted configurations: \(A_C\) is positive in all twenty-three observed
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1892,"other draft, report or archived source",cabinet periods.
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1926,"other draft, report or archived source",%   key: summary=cabinet-component-signs; metric=A_C; aggregation=count_positive
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1931,"other draft, report or archived source",%     value: twenty-three
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1934,"other draft, report or archived source",Cabinet coalitions show no comparable tendency in the between-district
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1935,"other draft, report or archived source",component: \(B_C\) is positive in only six of the twenty-three periods.
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1937,"other draft, report or archived source","party. In the initial 2023 cabinet, for example, PT contributes \(9.07\)"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1940,"other draft, report or archived source","component in the Dilma cabinet inversion and the PTB--PR interval, but"
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1941,"other draft, report or archived source",offsets it in the Temer cabinet inversion and the other three minimal
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1943,"other draft, report or archived source",observed cabinet inversion has a large positive within-district component
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1962,"other draft, report or archived source",%   key: summary=cabinet-component-signs; metric=B_C; aggregation=count_positive
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1969,"other draft, report or archived source",%   key: summary=cabinet-periods; metric=count; aggregation=sum
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1974,"other draft, report or archived source",%     value: twenty-three
cabinet_chronology_implementation/cabinet_chronology_handoff/reference/manuscript/main_rw_again(20260910-130249).tex,1977,"other draft, report or archived source",The positive within-district component shared by the cabinet and minimal
